Mic1,Mic2,Mic3,time
1093,1615,1336,2022-05-04T13:29:00
1024,1148,1348,2022-05-04T13:30:00
944,1282,1182,2022-05-04T13:31:00
1149,1426,885,2022-05-04T13:32:00
977,1168,1173,2022-05-04T13:33:00
1232,1151,1145,2022-05-04T13:34:00
1167,1518,1313,2022-05-04T13:35:00
1354,1231,1160,2022-05-04T13:36:00
1171,1561,1344,2022-05-04T13:37:00
1235,1762,1301,2022-05-04T13:38:00
1100,1544,1244,2022-05-04T13:39:00
1070,1350,1218,2022-05-04T13:40:00
859,1229,1353,2022-05-04T13:41:00
1012,1238,1130,2022-05-04T13:42:00
1083,1169,1208,2022-05-04T13:43:00
962,1159,1005,2022-05-04T13:44:00
893,1419,965,2022-05-04T13:45:00
1028,1502,1308,2022-05-04T13:46:00
1008,1280,1210,2022-05-04T13:47:00
1128,1180,1036,2022-05-04T13:48:00
1085,1502,1026,2022-05-04T13:49:00
1170,1219,1072,2022-05-04T13:50:00
1344,1331,1117,2022-05-04T13:51:00
1138,1398,1176,2022-05-04T13:52:00
1098,1322,944,2022-05-04T13:53:00
1028,1604,1043,2022-05-04T13:54:00
1109,1398,1094,2022-05-04T13:55:00
1281,1584,1065,2022-05-04T13:56:00
1105,1179,1236,2022-05-04T13:57:00
1247,1107,934,2022-05-04T13:58:00
1057,1672,973,2022-05-04T13:59:00
1101,1289,1060,2022-05-04T14:00:00
938,1111,1170,2022-05-04T14:01:00
1178,1058,1013,2022-05-04T14:02:00
1033,1857,1182,2022-05-04T14:03:00
1210,1475,1201,2022-05-04T14:04:00
1283,1472,1274,2022-05-04T14:05:00
1019,1391,1318,2022-05-04T14:06:00
1209,1484,1476,2022-05-04T14:07:00
1069,1188,1462,2022-05-04T14:08:00
1256,1302,1290,2022-05-04T14:09:00
1082,1584,1162,2022-05-04T14:10:00
1116,1321,1137,2022-05-04T14:11:00
1304,1110,1241,2022-05-04T14:12:00
1131,1181,1058,2022-05-04T14:13:00
1084,1750,1075,2022-05-04T14:14:00
1113,1419,754,2022-05-04T14:15:00
1114,1552,988,2022-05-04T14:16:00
1208,1399,1040,2022-05-04T14:17:00
1023,1494,1128,2022-05-04T14:18:00
1081,1795,1066,2022-05-04T14:19:00
1327,1554,920,2022-05-04T14:20:00
1220,1942,1046,2022-05-04T14:21:00
1203,1427,879,2022-05-04T14:22:00
1181,1285,2053,2022-05-04T14:23:00
1282,1241,1644,2022-05-04T14:24:00
1160,1353,1389,2022-05-04T14:25:00
1076,1494,1264,2022-05-04T14:26:00
1104,1798,1139,2022-05-04T14:27:00
1216,1505,1282,2022-05-04T14:28:00
1128,1444,1925,2022-05-04T14:29:00
1221,1655,1661,2022-05-04T14:30:00
1243,1429,1287,2022-05-04T14:31:00
1112,1600,1216,2022-05-04T14:32:00
1257,1372,1473,2022-05-04T14:33:00
1138,1681,1539,2022-05-04T14:34:00
1371,1617,1413,2022-05-04T14:35:00
1132,1872,1257,2022-05-04T14:36:00
1074,1679,1121,2022-05-04T14:37:00
1195,1358,1055,2022-05-04T14:38:00
1274,1496,1055,2022-05-04T14:39:00
1021,1918,1301,2022-05-04T14:40:00
1366,1675,1228,2022-05-04T14:41:00
1174,1738,1054,2022-05-04T14:42:00
1038,1671,1038,2022-05-04T14:43:00
1282,1968,1018,2022-05-04T14:44:00
1060,1791,1394,2022-05-04T14:45:00
1049,1514,1103,2022-05-04T14:46:00
1075,1911,1148,2022-05-04T14:47:00
1123,1891,1094,2022-05-04T14:48:00
1066,1975,1141,2022-05-04T14:49:00
1158,1999,1471,2022-05-04T14:50:00
1123,2013,1176,2022-05-04T14:51:00
1176,1858,1032,2022-05-04T14:52:00
1163,1854,1227,2022-05-04T14:53:00
1258,1846,1117,2022-05-04T14:54:00
985,1642,1470,2022-05-04T14:55:00
895,1523,1325,2022-05-04T14:56:00
1002,1929,1430,2022-05-04T14:57:00
1130,1854,1268,2022-05-04T14:58:00
903,1749,1374,2022-05-04T14:59:00
1305,1582,1187,2022-05-04T15:00:00
1153,1601,1215,2022-05-04T15:01:00
1112,1777,1409,2022-05-04T15:02:00
1109,1917,1303,2022-05-04T15:03:00
923,1683,1533,2022-05-04T15:04:00
1056,1993,1638,2022-05-04T15:05:00
964,1428,1144,2022-05-04T15:06:00
1063,1951,1293,2022-05-04T15:07:00
1239,1543,1752,2022-05-04T15:08:00
1122,1785,1492,2022-05-04T15:09:00
1195,1918,1374,2022-05-04T15:10:00
1251,1601,1298,2022-05-04T15:11:00
1125,1613,1189,2022-05-04T15:12:00
1167,1661,1055,2022-05-04T15:13:00
1065,1592,1178,2022-05-04T15:14:00
1141,1792,1017,2022-05-04T15:15:00
963,1690,1191,2022-05-04T15:16:00
1202,1791,1291,2022-05-04T15:17:00
1112,1624,1338,2022-05-04T15:18:00
1183,1249,2395,2022-05-04T15:19:00
1009,1685,1435,2022-05-04T15:20:00
1139,1723,1717,2022-05-04T15:21:00
1160,1517,1571,2022-05-04T15:22:00
1074,1666,1196,2022-05-04T15:23:00
1189,1975,1400,2022-05-04T15:24:00
1094,1844,1380,2022-05-04T15:25:00
996,1496,1462,2022-05-04T15:26:00
1085,1422,1453,2022-05-04T15:27:00
1246,1855,1278,2022-05-04T15:28:00
1146,1740,1506,2022-05-04T15:29:00
1199,1545,1321,2022-05-04T15:30:00
1178,1467,1506,2022-05-04T15:31:00
1275,1593,1210,2022-05-04T15:32:00
1025,1833,1596,2022-05-04T15:33:00
1327,2003,1341,2022-05-04T15:34:00
1001,1579,1831,2022-05-04T15:35:00
1317,1869,1449,2022-05-04T15:36:00
1113,1695,1444,2022-05-04T15:37:00
1226,1697,1613,2022-05-04T15:38:00
891,1697,1495,2022-05-04T15:39:00
1050,1799,1565,2022-05-04T15:40:00
1186,1630,1493,2022-05-04T15:41:00
1152,1724,1606,2022-05-04T15:42:00
1310,1755,1904,2022-05-04T15:43:00
1123,1661,1583,2022-05-04T15:44:00
1145,1734,1300,2022-05-04T15:45:00
948,1744,1517,2022-05-04T15:46:00
1032,1575,1169,2022-05-04T15:47:00
1091,1486,1224,2022-05-04T15:48:00
998,1247,1119,2022-05-04T15:49:00
1026,1314,1180,2022-05-04T15:50:00
987,1434,898,2022-05-04T15:51:00
1116,1450,1547,2022-05-04T15:52:00
1187,1465,1189,2022-05-04T15:53:00
1200,1501,970,2022-05-04T15:54:00
1186,1575,864,2022-05-04T15:55:00
1014,1617,1174,2022-05-04T15:56:00
1123,1908,1233,2022-05-04T15:57:00
1143,1201,1032,2022-05-04T15:58:00
1071,1323,1078,2022-05-04T15:59:00
1093,1243,1110,2022-05-04T16:00:00
1069,1270,1322,2022-05-04T16:01:00
1210,1635,1078,2022-05-04T16:02:00
990,1322,1112,2022-05-04T16:03:00
1076,1617,1094,2022-05-04T16:04:00
1199,1278,1317,2022-05-04T16:05:00
1223,1598,1089,2022-05-04T16:06:00
1076,1498,1033,2022-05-04T16:07:00
1055,1665,833,2022-05-04T16:08:00
1095,1798,833,2022-05-04T16:09:00
1254,1625,1451,2022-05-04T16:10:00
1126,1205,1222,2022-05-04T16:11:00
1147,1366,996,2022-05-04T16:12:00
1142,1544,1070,2022-05-04T16:13:00
1005,1499,1241,2022-05-04T16:14:00
1069,1742,1238,2022-05-04T16:15:00
1095,1252,1009,2022-05-04T16:16:00
1233,1563,1695,2022-05-04T16:17:00
973,1961,1132,2022-05-04T16:18:00
1075,1559,1153,2022-05-04T16:19:00
1049,1864,1200,2022-05-04T16:20:00
1126,1600,1253,2022-05-04T16:21:00
1087,1570,1164,2022-05-04T16:22:00
1142,1656,988,2022-05-04T16:23:00
1066,1709,1390,2022-05-04T16:24:00
1323,1555,1351,2022-05-04T16:25:00
1086,1415,1174,2022-05-04T16:26:00
1283,1426,1020,2022-05-04T16:27:00
1363,1454,1028,2022-05-04T16:28:00
1352,1337,941,2022-05-04T16:29:00
1126,1313,949,2022-05-04T16:30:00
987,1743,1152,2022-05-04T16:31:00
961,1592,1217,2022-05-04T16:32:00
1099,1464,1053,2022-05-04T16:33:00
1333,1423,1236,2022-05-04T16:34:00
1007,1644,1560,2022-05-04T16:35:00
984,1824,2077,2022-05-04T16:36:00
1281,1772,1960,2022-05-04T16:37:00
1204,1281,1285,2022-05-04T16:38:00
972,1407,1666,2022-05-04T16:39:00
1233,1385,1831,2022-05-04T16:40:00
1203,1515,1759,2022-05-04T16:41:00
1127,1549,1166,2022-05-04T16:42:00
979,1554,1264,2022-05-04T16:43:00
1047,1466,1110,2022-05-04T16:44:00
1217,1234,1073,2022-05-04T16:45:00
1147,1398,1213,2022-05-04T16:46:00
1189,1355,1214,2022-05-04T16:47:00
1100,1420,1055,2022-05-04T16:48:00
1168,1417,1170,2022-05-04T16:49:00
1087,1233,1291,2022-05-04T16:50:00
1253,1332,1314,2022-05-04T16:51:00
1045,1218,1094,2022-05-04T16:52:00
1221,1282,1044,2022-05-04T16:53:00
996,1562,1289,2022-05-04T16:54:00
1010,1295,1330,2022-05-04T16:55:00
1106,1307,1271,2022-05-04T16:56:00
1091,1289,1012,2022-05-04T16:57:00
841,1293,961,2022-05-04T16:58:00
1045,1250,1001,2022-05-04T16:59:00
1047,1477,1082,2022-05-04T17:00:00
943,1851,1039,2022-05-04T17:01:00
1008,1921,1141,2022-05-04T17:02:00
898,1668,859,2022-05-04T17:03:00
1026,1359,986,2022-05-04T17:04:00
1113,1289,1156,2022-05-04T17:05:00
1121,1428,1004,2022-05-04T17:06:00
950,1013,1232,2022-05-04T17:07:00
1158,1495,1072,2022-05-04T17:08:00
935,1341,979,2022-05-04T17:09:00
1060,988,1080,2022-05-04T17:10:00
971,1433,1177,2022-05-04T17:11:00
1129,1441,1270,2022-05-04T17:12:00
1059,1439,1173,2022-05-04T17:13:00
956,1064,1197,2022-05-04T17:14:00
904,1424,930,2022-05-04T17:15:00
1101,997,1183,2022-05-04T17:16:00
1083,1238,881,2022-05-04T17:17:00
1023,1277,1127,2022-05-04T17:18:00
1046,1367,1150,2022-05-04T17:19:00
1004,1339,1126,2022-05-04T17:20:00
1130,1315,1304,2022-05-04T17:21:00
1220,1395,1336,2022-05-04T17:22:00
912,1287,1088,2022-05-04T17:23:00
862,1352,1193,2022-05-04T17:24:00
861,1075,1132,2022-05-04T17:25:00
988,1223,1339,2022-05-04T17:26:00
987,1098,1024,2022-05-04T17:27:00
999,1276,1007,2022-05-04T17:28:00
913,1338,1094,2022-05-04T17:29:00
961,1035,1288,2022-05-04T17:30:00
928,1217,844,2022-05-04T17:31:00
1064,1126,1228,2022-05-04T17:32:00
1072,1199,919,2022-05-04T17:33:00
759,1644,1065,2022-05-04T17:34:00
973,1229,1066,2022-05-04T17:35:00
1145,1353,1189,2022-05-04T17:36:00
1187,1261,1127,2022-05-04T17:37:00
826,1021,897,2022-05-04T17:38:00
905,1486,1285,2022-05-04T17:39:00
753,1423,1128,2022-05-04T17:40:00
1085,1151,854,2022-05-04T17:41:00
939,1489,934,2022-05-04T17:42:00
958,1311,1191,2022-05-04T17:43:00
750,1107,1099,2022-05-04T17:44:00
954,1197,1150,2022-05-04T17:45:00
939,1499,1225,2022-05-04T17:46:00
770,1130,1180,2022-05-04T17:47:00
869,1326,1157,2022-05-04T17:48:00
712,1177,1085,2022-05-04T17:49:00
958,1267,1060,2022-05-04T17:50:00
1135,1488,1045,2022-05-04T17:51:00
1093,1374,1118,2022-05-04T17:52:00
860,1281,1107,2022-05-04T17:53:00
1014,1363,1051,2022-05-04T17:54:00
858,1329,919,2022-05-04T17:55:00
776,1307,966,2022-05-04T17:56:00
797,1179,987,2022-05-04T17:57:00
788,1675,1160,2022-05-04T17:58:00
1005,1348,1110,2022-05-04T17:59:00
1051,1299,1098,2022-05-04T18:00:00
993,1459,927,2022-05-04T18:01:00
775,1202,1037,2022-05-04T18:02:00
818,1185,1184,2022-05-04T18:03:00
762,1363,1139,2022-05-04T18:04:00
935,1291,944,2022-05-04T18:05:00
998,1478,958,2022-05-04T18:06:00
1074,1244,1193,2022-05-04T18:07:00
719,1299,1082,2022-05-04T18:08:00
969,1652,1191,2022-05-04T18:09:00
799,1303,1144,2022-05-04T18:10:00
839,1321,1245,2022-05-04T18:11:00
791,1356,1309,2022-05-04T18:12:00
1043,1294,1059,2022-05-04T18:13:00
812,1170,1146,2022-05-04T18:14:00
922,1061,1200,2022-05-04T18:15:00
835,1064,1391,2022-05-04T18:16:00
916,1478,963,2022-05-04T18:17:00
913,1121,1110,2022-05-04T18:18:00
1015,1086,1353,2022-05-04T18:19:00
860,1248,1107,2022-05-04T18:20:00
1008,1198,1226,2022-05-04T18:21:00
923,1317,1098,2022-05-04T18:22:00
918,1434,928,2022-05-04T18:23:00
976,1282,1184,2022-05-04T18:24:00
821,1451,1032,2022-05-04T18:25:00
1076,1149,1466,2022-05-04T18:26:00
934,1281,1371,2022-05-04T18:27:00
810,1377,1387,2022-05-04T18:28:00
878,1233,1157,2022-05-04T18:29:00
989,1076,1272,2022-05-04T18:30:00
959,1225,842,2022-05-04T18:31:00
907,935,1241,2022-05-04T18:32:00
843,1361,1007,2022-05-04T18:33:00
862,1100,1148,2022-05-04T18:34:00
1035,1027,1081,2022-05-04T18:35:00
1010,1139,1120,2022-05-04T18:36:00
998,1462,1263,2022-05-04T18:37:00
1122,1224,1163,2022-05-04T18:38:00
1013,832,1357,2022-05-04T18:39:00
1162,900,1166,2022-05-04T18:40:00
1154,1423,1118,2022-05-04T18:41:00
1091,1115,1098,2022-05-04T18:42:00
1100,953,977,2022-05-04T18:43:00
1099,1297,968,2022-05-04T18:44:00
1448,1315,1050,2022-05-04T18:45:00
1043,998,976,2022-05-04T18:46:00
1337,1226,1343,2022-05-04T18:47:00
1158,1163,1043,2022-05-04T18:48:00
1116,972,1010,2022-05-04T18:49:00
1183,945,1161,2022-05-04T18:50:00
1198,1342,1235,2022-05-04T18:51:00
1069,1320,1237,2022-05-04T18:52:00
1196,1092,1165,2022-05-04T18:53:00
1127,1264,1237,2022-05-04T18:54:00
887,1402,1061,2022-05-04T18:55:00
995,1286,1146,2022-05-04T18:56:00
1246,1110,1140,2022-05-04T18:57:00
1146,1234,1418,2022-05-04T18:58:00
1162,1232,1240,2022-05-04T18:59:00
1252,1204,1112,2022-05-04T19:00:00
1045,947,1188,2022-05-04T19:01:00
1031,1214,1117,2022-05-04T19:02:00
1291,1263,1190,2022-05-04T19:03:00
1290,1233,1168,2022-05-04T19:04:00
1095,1102,1365,2022-05-04T19:05:00
1185,1137,1322,2022-05-04T19:06:00
1118,933,1220,2022-05-04T19:07:00
898,1261,1082,2022-05-04T19:08:00
1085,1247,950,2022-05-04T19:09:00
1052,1165,890,2022-05-04T19:10:00
1170,1253,1026,2022-05-04T19:11:00
1110,1172,1030,2022-05-04T19:12:00
938,1285,1200,2022-05-04T19:13:00
982,1348,1044,2022-05-04T19:14:00
1044,1011,955,2022-05-04T19:15:00
1191,1217,1022,2022-05-04T19:16:00
973,1240,1068,2022-05-04T19:17:00
944,1151,1099,2022-05-04T19:18:00
1030,1329,1207,2022-05-04T19:19:00
1124,1206,1192,2022-05-04T19:20:00
1131,1220,1020,2022-05-04T19:21:00
1025,1137,863,2022-05-04T19:22:00
918,1350,1124,2022-05-04T19:23:00
968,1309,1056,2022-05-04T19:24:00
851,1233,1012,2022-05-04T19:25:00
962,1106,1102,2022-05-04T19:26:00
996,1126,1707,2022-05-04T19:27:00
934,1226,1375,2022-05-04T19:28:00
1092,1290,1213,2022-05-04T19:29:00
999,1075,1446,2022-05-04T19:30:00
937,1043,1505,2022-05-04T19:31:00
998,1450,1748,2022-05-04T19:32:00
882,1186,1256,2022-05-04T19:33:00
1080,1023,1500,2022-05-04T19:34:00
1074,1268,1161,2022-05-04T19:35:00
972,1188,1176,2022-05-04T19:36:00
955,1278,1032,2022-05-04T19:37:00
970,1286,1179,2022-05-04T19:38:00
1125,1211,1072,2022-05-04T19:39:00
1097,1157,1241,2022-05-04T19:40:00
993,1351,1146,2022-05-04T19:41:00
972,1164,1149,2022-05-04T19:42:00
942,1047,1115,2022-05-04T19:43:00
1005,1318,842,2022-05-04T19:44:00
980,1148,1035,2022-05-04T19:45:00
1069,1080,1020,2022-05-04T19:46:00
1200,1076,1217,2022-05-04T19:47:00
1124,1337,1171,2022-05-04T19:48:00
864,1079,948,2022-05-04T19:49:00
1099,1037,1123,2022-05-04T19:50:00
1087,1007,1253,2022-05-04T19:51:00
1041,930,1096,2022-05-04T19:52:00
881,1217,1078,2022-05-04T19:53:00
1107,1010,1224,2022-05-04T19:54:00
1112,1020,1023,2022-05-04T19:55:00
1032,1063,1021,2022-05-04T19:56:00
1001,1131,1176,2022-05-04T19:57:00
905,1252,1209,2022-05-04T19:58:00
897,1412,1170,2022-05-04T19:59:00
1057,1147,1109,2022-05-04T20:00:00
1137,1076,966,2022-05-04T20:01:00
929,1072,1159,2022-05-04T20:02:00
982,1142,1245,2022-05-04T20:03:00
984,1253,1160,2022-05-04T20:04:00
998,1217,1153,2022-05-04T20:05:00
963,1111,1241,2022-05-04T20:06:00
1045,1192,1012,2022-05-04T20:07:00
1216,983,1018,2022-05-04T20:08:00
854,1378,819,2022-05-04T20:09:00
1434,1061,914,2022-05-04T20:10:00
1051,1046,1004,2022-05-04T20:11:00
791,1099,1328,2022-05-04T20:12:00
1077,1252,1429,2022-05-04T20:13:00
948,1075,1092,2022-05-04T20:14:00
805,1081,1207,2022-05-04T20:15:00
925,1196,1038,2022-05-04T20:16:00
963,992,943,2022-05-04T20:17:00
1046,1179,916,2022-05-04T20:18:00
999,1291,1243,2022-05-04T20:19:00
1068,1126,1157,2022-05-04T20:20:00
781,1343,1057,2022-05-04T20:21:00
841,1337,1133,2022-05-04T20:22:00
787,1007,1260,2022-05-04T20:23:00
701,1231,1085,2022-05-04T20:24:00
741,1307,1213,2022-05-04T20:25:00
659,1135,1139,2022-05-04T20:26:00
764,856,1439,2022-05-04T20:27:00
833,1101,1347,2022-05-04T20:28:00
949,1271,1114,2022-05-04T20:29:00
898,1201,1207,2022-05-04T20:30:00
967,1170,1026,2022-05-04T20:31:00
997,1099,1177,2022-05-04T20:32:00
686,1101,1163,2022-05-04T20:33:00
770,951,990,2022-05-04T20:34:00
900,1182,1313,2022-05-04T20:35:00
761,1119,954,2022-05-04T20:36:00
727,1309,1186,2022-05-04T20:37:00
883,1269,1003,2022-05-04T20:38:00
892,1181,999,2022-05-04T20:39:00
851,1242,1164,2022-05-04T20:40:00
737,1241,970,2022-05-04T20:41:00
744,989,1065,2022-05-04T20:42:00
908,1340,1245,2022-05-04T20:43:00
734,1067,979,2022-05-04T20:44:00
810,1051,898,2022-05-04T20:45:00
990,1221,926,2022-05-04T20:46:00
756,1175,1001,2022-05-04T20:47:00
881,1058,980,2022-05-04T20:48:00
900,1284,953,2022-05-04T20:49:00
1000,1099,1057,2022-05-04T20:50:00
946,1165,1307,2022-05-04T20:51:00
923,1221,1116,2022-05-04T20:52:00
792,1211,1156,2022-05-04T20:53:00
698,1204,1384,2022-05-04T20:54:00
654,1174,1105,2022-05-04T20:55:00
591,1198,1356,2022-05-04T20:56:00
675,1173,1102,2022-05-04T20:57:00
669,1133,866,2022-05-04T20:58:00
900,977,917,2022-05-04T20:59:00
733,857,2068,2022-05-04T21:00:00
801,1107,1810,2022-05-04T21:01:00
897,1399,1622,2022-05-04T21:02:00
663,1119,1227,2022-05-04T21:03:00
766,1121,1131,2022-05-04T21:04:00
727,1190,1139,2022-05-04T21:05:00
664,1160,1129,2022-05-04T21:06:00
750,1181,1351,2022-05-04T21:07:00
786,1126,1109,2022-05-04T21:08:00
706,884,1138,2022-05-04T21:09:00
683,975,1291,2022-05-04T21:10:00
739,1050,1056,2022-05-04T21:11:00
879,1220,1225,2022-05-04T21:12:00
683,932,1047,2022-05-04T21:13:00
757,1192,1502,2022-05-04T21:14:00
954,1055,1259,2022-05-04T21:15:00
839,1073,1060,2022-05-04T21:16:00
667,1312,1607,2022-05-04T21:17:00
701,847,1247,2022-05-04T21:18:00
791,1105,1370,2022-05-04T21:19:00
971,1190,1379,2022-05-04T21:20:00
903,1615,1352,2022-05-04T21:21:00
785,1066,1041,2022-05-04T21:22:00
667,1126,1369,2022-05-04T21:23:00
697,1317,1260,2022-05-04T21:24:00
656,1167,1608,2022-05-04T21:25:00
769,1151,1808,2022-05-04T21:26:00
679,871,1287,2022-05-04T21:27:00
731,1133,1189,2022-05-04T21:28:00
913,979,1156,2022-05-04T21:29:00
749,913,1151,2022-05-04T21:30:00
622,881,1216,2022-05-04T21:31:00
744,936,1481,2022-05-04T21:32:00
651,1112,1293,2022-05-04T21:33:00
701,938,1127,2022-05-04T21:34:00
705,1101,1224,2022-05-04T21:35:00
595,1044,1165,2022-05-04T21:36:00
618,1029,1072,2022-05-04T21:37:00
654,875,1155,2022-05-04T21:38:00
627,1350,945,2022-05-04T21:39:00
826,1164,1269,2022-05-04T21:40:00
706,1105,1342,2022-05-04T21:41:00
691,1114,1484,2022-05-04T21:42:00
783,1097,1383,2022-05-04T21:43:00
1018,1142,1174,2022-05-04T21:44:00
717,1195,1451,2022-05-04T21:45:00
721,1081,1444,2022-05-04T21:46:00
987,1073,1231,2022-05-04T21:47:00
774,1323,1213,2022-05-04T21:48:00
728,1148,1202,2022-05-04T21:49:00
713,918,1336,2022-05-04T21:50:00
799,1343,1473,2022-05-04T21:51:00
823,1141,1212,2022-05-04T21:52:00
760,1163,1185,2022-05-04T21:53:00
656,1082,1080,2022-05-04T21:54:00
847,1280,1178,2022-05-04T21:55:00
774,1085,1337,2022-05-04T21:56:00
664,1431,1081,2022-05-04T21:57:00
750,874,991,2022-05-04T21:58:00
703,1054,1391,2022-05-04T21:59:00
718,1130,1157,2022-05-04T22:00:00
874,1085,1077,2022-05-04T22:01:00
801,1042,1277,2022-05-04T22:02:00
783,1062,1244,2022-05-04T22:03:00
779,1305,1224,2022-05-04T22:04:00
716,1130,1246,2022-05-04T22:05:00
704,1058,1484,2022-05-04T22:06:00
848,1159,1331,2022-05-04T22:07:00
674,1207,1080,2022-05-04T22:08:00
826,1101,1537,2022-05-04T22:09:00
736,905,1170,2022-05-04T22:10:00
628,1133,1469,2022-05-04T22:11:00
739,1021,1332,2022-05-04T22:12:00
808,1025,1100,2022-05-04T22:13:00
718,1046,1201,2022-05-04T22:14:00
794,1007,917,2022-05-04T22:15:00
992,1377,1178,2022-05-04T22:16:00
823,998,1087,2022-05-04T22:17:00
1013,971,918,2022-05-04T22:18:00
789,1370,1094,2022-05-04T22:19:00
775,1268,1302,2022-05-04T22:20:00
839,1083,1158,2022-05-04T22:21:00
897,1011,1035,2022-05-04T22:22:00
770,1099,1223,2022-05-04T22:23:00
996,1184,1298,2022-05-04T22:24:00
1086,1217,1160,2022-05-04T22:25:00
853,1310,1272,2022-05-04T22:26:00
909,888,1181,2022-05-04T22:27:00
1057,1130,1365,2022-05-04T22:28:00
900,1288,1069,2022-05-04T22:29:00
999,1459,1272,2022-05-04T22:30:00
821,1304,763,2022-05-04T22:31:00
966,1376,1130,2022-05-04T22:32:00
968,1278,1167,2022-05-04T22:33:00
1043,1294,1019,2022-05-04T22:34:00
1006,1347,993,2022-05-04T22:35:00
984,1231,883,2022-05-04T22:36:00
1105,1069,1052,2022-05-04T22:37:00
982,1248,1050,2022-05-04T22:38:00
916,1164,1829,2022-05-04T22:39:00
912,1381,1606,2022-05-04T22:40:00
1022,1058,1367,2022-05-04T22:41:00
1021,1403,1240,2022-05-04T22:42:00
1001,1211,1039,2022-05-04T22:43:00
972,1521,1279,2022-05-04T22:44:00
897,1453,1776,2022-05-04T22:45:00
918,1324,1580,2022-05-04T22:46:00
955,1517,1293,2022-05-04T22:47:00
862,1466,1114,2022-05-04T22:48:00
967,1362,1428,2022-05-04T22:49:00
1075,1401,1482,2022-05-04T22:50:00
894,1261,1484,2022-05-04T22:51:00
1080,1224,1128,2022-05-04T22:52:00
979,1348,976,2022-05-04T22:53:00
978,1201,964,2022-05-04T22:54:00
1042,1443,1058,2022-05-04T22:55:00
1271,1311,1395,2022-05-04T22:56:00
1257,1463,1143,2022-05-04T22:57:00
1100,1278,1070,2022-05-04T22:58:00
1006,1321,1045,2022-05-04T22:59:00
921,1343,1026,2022-05-04T23:00:00
1256,1598,1177,2022-05-04T23:01:00
1121,1839,1066,2022-05-04T23:02:00
1133,1099,1141,2022-05-04T23:03:00
1073,1259,980,2022-05-04T23:04:00
1059,1588,1190,2022-05-04T23:05:00
1231,1426,1364,2022-05-04T23:06:00
1064,1425,1148,2022-05-04T23:07:00
1042,1853,1088,2022-05-04T23:08:00
901,1590,1223,2022-05-04T23:09:00
1185,1552,1239,2022-05-04T23:10:00
1168,1234,1412,2022-05-04T23:11:00
1121,1582,1361,2022-05-04T23:12:00
1059,1363,1621,2022-05-04T23:13:00
999,1401,1221,2022-05-04T23:14:00
1079,1502,1446,2022-05-04T23:15:00
1158,1623,1216,2022-05-04T23:16:00
978,1632,1383,2022-05-04T23:17:00
1084,1718,1520,2022-05-04T23:18:00
1112,1626,1250,2022-05-04T23:19:00
979,1593,1529,2022-05-04T23:20:00
1014,1710,1777,2022-05-04T23:21:00
1064,1507,1181,2022-05-04T23:22:00
1159,1311,1383,2022-05-04T23:23:00
967,1601,1674,2022-05-04T23:24:00
979,1842,1554,2022-05-04T23:25:00
1145,1563,1442,2022-05-04T23:26:00
1027,1775,1244,2022-05-04T23:27:00
1097,1483,1219,2022-05-04T23:28:00
925,1500,1133,2022-05-04T23:29:00
1183,1308,1030,2022-05-04T23:30:00
1072,1383,985,2022-05-04T23:31:00
1163,1563,1108,2022-05-04T23:32:00
821,1528,1301,2022-05-04T23:33:00
1273,1387,1298,2022-05-04T23:34:00
1125,1464,2139,2022-05-04T23:35:00
980,1386,1544,2022-05-04T23:36:00
1130,1723,1561,2022-05-04T23:37:00
1090,1563,1652,2022-05-04T23:38:00
966,1751,1122,2022-05-04T23:39:00
1091,1603,1338,2022-05-04T23:40:00
1178,1462,1412,2022-05-04T23:41:00
992,1762,1417,2022-05-04T23:42:00
1294,1415,1495,2022-05-04T23:43:00
1298,1656,1263,2022-05-04T23:44:00
1082,1472,1590,2022-05-04T23:45:00
955,1386,1343,2022-05-04T23:46:00
1015,1477,1376,2022-05-04T23:47:00
998,1377,1223,2022-05-04T23:48:00
963,1390,1623,2022-05-04T23:49:00
972,1440,1407,2022-05-04T23:50:00
930,1658,1683,2022-05-04T23:51:00
970,1529,1620,2022-05-04T23:52:00
1034,1461,1390,2022-05-04T23:53:00
943,1205,1520,2022-05-04T23:54:00
930,1401,1416,2022-05-04T23:55:00
914,1416,1663,2022-05-04T23:56:00
960,1370,1603,2022-05-04T23:57:00
1067,1692,1580,2022-05-04T23:58:00
1084,1559,2055,2022-05-04T23:59:00
1020,1343,1633,2022-05-05T00:00:00
922,1268,1321,2022-05-05T00:01:00
1106,1478,1608,2022-05-05T00:02:00
1147,1444,1125,2022-05-05T00:03:00
1111,1523,1218,2022-05-05T00:04:00
1227,1239,1125,2022-05-05T00:05:00
1227,1408,1059,2022-05-05T00:06:00
1165,1150,875,2022-05-05T00:07:00
1106,1418,1562,2022-05-05T00:08:00
1040,1306,1207,2022-05-05T00:09:00
1137,1167,986,2022-05-05T00:10:00
1133,1114,869,2022-05-05T00:11:00
1038,1249,1068,2022-05-05T00:12:00
1095,1372,1312,2022-05-05T00:13:00
1002,1230,991,2022-05-05T00:14:00
1085,1370,1163,2022-05-05T00:15:00
1031,1427,1101,2022-05-05T00:16:00
1013,1212,1238,2022-05-05T00:17:00
920,1058,1056,2022-05-05T00:18:00
945,1362,1100,2022-05-05T00:19:00
950,1232,1113,2022-05-05T00:20:00
901,1359,1262,2022-05-05T00:21:00
944,1289,1076,2022-05-05T00:22:00
